Product ID,Sale Price,Order ID,Quantity,Order Date
BQ9138-601,3147,72899,1,2022-12-12
AT7967-104,5495,79977,2,2022-12-12
AT6110-004,3147,88493,9,2022-12-12
AJ6910-009,16995,23671,6,2022-12-12
CJ5472-900,15995,84077,1,2022-12-12
832528-001,1595,93320,8,2022-12-12
CZ6156-101,9995,92753,4,2022-12-12
CD4156-606,8495,23103,1,2022-12-12
CJ6314-146,9995,59150,3,2022-12-12
AT5410-003,6997,10664,9,2022-12-12
807471-101,6995,61876,9,2022-12-12
AT8179-100,9597,76893,8,2022-12-12
BQ6826-003,8995,14708,2,2022-12-12
CJ0588-001,14995,28834,5,2022-12-12
AO2605-600,14995,29094,6,2022-12-12
AT5410-003,6997,88930,6,2022-12-12
CQ9500-100,13995,75186,8,2022-12-12
CI5646-200,9597,87762,8,2022-12-12
BQ5615-002,11197,84262,3,2022-12-12
CK6357-005,6995,27443,6,2022-12-12
BQ4632-602,2495,59311,5,2022-12-12
CT3867-001,11995,91672,9,2022-12-12
CU3004-176,9995,50167,1,2022-12-12
CU5133-600,13597,79099,4,2022-12-12
CQ7619-700,9995,70414,7,2022-12-12
AT7998-104,5495,37863,5,2022-12-12
AR4225-100,9597,88086,9,2022-12-12
CD7287-003,4797,91910,4,2022-12-12
CD4156-606,8495,69427,7,2022-12-12
CJ0625-700,15995,21440,3,2022-12-12
AT5269-606,7495,56805,9,2022-12-12
BV3387-400,13995,65426,5,2022-12-12
CI2666-400,7997,69020,7,2022-12-12
AT5673-700,36500,46569,4,2022-12-12
922474-001,13995,19331,2,2022-12-12
CJ6971-001,13597,92015,4,2022-12-12
AH8050-100,13995,72724,2,2022-12-12
CD4173-606,5995,91337,3,2022-12-12
AV9370-001,5597,79311,9,2022-12-12
CD6721-808,22995,84244,4,2022-12-12
CJ0625-700,15995,58706,6,2022-12-12
CJ0404-001,14995,24918,4,2022-12-12
CI0919-100,8995,94918,6,2022-12-12
CJ0882-001,6495,59966,3,2022-12-12
AT7999-414,3497,10368,7,2022-12-12
CT3509-001,7995,64866,8,2022-12-12
AQ7491-008,5495,70526,3,2022-12-12
CQ2344-100,11995,87474,3,2022-12-12
BQ4630-500,8797,74121,4,2022-12-12
CU3005-171,9995,96485,1,2022-12-12
AO3166-300,7495,45215,7,2022-12-12
CK3309-001,11197,70787,3,2022-12-12
CJ0280-001,11995,80874,6,2022-12-12
AQ0925-002,16995,23891,7,2022-12-12
CT2692-002,13995,54795,8,2022-12-12
AT5673-700,36500,67937,4,2022-12-12
CT8919-700,13995,30848,8,2022-12-12
AQ7477-009,9995,72326,4,2022-12-12
AO0571-606,7495,57453,6,2022-12-12
AQ7878-003,7995,73483,7,2022-12-12
AO3258-080,5947,45307,8,2022-12-12
812654-011,3357,12761,3,2022-12-12
310805-137,15995,22981,3,2022-12-12
BV5740-101,6597,27423,1,2022-12-12
AT1369-103,7995,24177,4,2022-12-12
AT6100-606,6495,56036,1,2022-12-12
CI1236-100,12797,14569,8,2022-12-12
BV0612-001,9995,47128,2,2022-12-12
CI3899-200,12995,49546,2,2022-12-12
AA7408-008,5997,87594,9,2022-12-12
881105-800,7997,67121,5,2022-12-12
CI9842-500,9995,11507,9,2022-12-12
BQ6826-003,8995,88257,9,2022-12-12
AQ7878-003,7995,52612,4,2022-12-12
AV9370-001,5597,36003,3,2022-12-12
AT6175-100,5997,15974,1,2022-12-12
CK2351-601,7995,97120,5,2022-12-12
BV7756-001,10497,10361,5,2022-12-12
CI7523-002,10995,91959,3,2022-12-12
AQ8306-407,7997,97689,2,2022-12-12
AO9820-001,9597,33087,8,2022-12-12
CJ1642-002,8995,15299,8,2022-12-12
CJ9681-001,10497,92111,1,2022-12-12
AJ6959-717,4497,85355,3,2022-12-12
BQ3381-600,14995,92569,8,2022-12-12
AR4561-200,15995,80077,1,2022-12-12
CI9921-001,7995,12257,7,2022-12-12
CW4409-100,19995,79218,7,2022-12-12
CD4173-606,5995,92368,5,2022-12-12
AJ7695-100,14995,74441,8,2022-12-12
BQ6044-100,12995,42095,7,2022-12-12
AQ4176-049,21995,87333,4,2022-12-12
CD4387-100,8995,50288,1,2022-12-12
AT7960-104,7995,62746,2,2022-12-12
BQ3610-100,7697,13928,8,2022-12-12
CI1289-100,5397,17847,6,2022-12-12
AT6099-606,6495,83527,4,2022-12-12
AV4126-002,10995,97108,9,2022-12-12
CQ6569-001,11197,61846,8,2022-12-12
AQ0927-100,12995,88888,1,2022-12-12
AT5293-004,20995,57937,7,2022-12-12
CJ0773-010,7995,65057,2,2022-12-12
CT1099-093,24995,88508,1,2022-12-12
CJ0270-601,7995,64018,5,2022-12-12
528895-003,11897,61315,6,2022-12-12
CK2595-500,14995,13372,9,2022-12-12
AO1742-004,8397,80055,7,2022-12-12
AV2605-101,5997,29245,7,2022-12-12
AV9373-002,5597,82495,3,2022-12-12
AV5187-602,12797,10379,3,2022-12-12
BV6484-002,11197,40687,2,2022-12-12
BQ3381-600,14995,95267,2,2022-12-12
CU9174-600,13995,40448,2,2022-12-12
CD3398-063,11995,20129,5,2022-12-12
133000-106,11995,82450,5,2022-12-12
CD5028-900,10995,16943,5,2022-12-12
AJ6910-009,16995,74596,2,2022-12-12
CI1289-100,5397,45985,1,2022-12-12
AO2605-600,14995,86522,9,2022-12-12
CD2722-001,15995,71028,7,2022-12-12
AQ8228-102,7995,29150,5,2022-12-12
BQ3378-002,7197,34993,7,2022-12-12
844127-108,4495,93180,5,2022-12-12
CJ0219-400,10995,87980,1,2022-12-12
AT7975-606,8495,12185,9,2022-12-12
130690-017,15995,12604,4,2022-12-12
BV6484-002,11197,16147,2,2022-12-12
BV7775-100,5397,81323,1,2022-12-12
AT7995-104,7995,27473,9,2022-12-12
BQ5427-401,8995,32010,7,2022-12-12
BQ5427-401,8995,85438,3,2022-12-12
CD2803-001,3995,76755,5,2022-12-12
CD4365-003,7697,28260,9,2022-12-12
AO3166-300,7495,25346,8,2022-12-12
AT6109-606,4495,59232,8,2022-12-12
CI9921-001,7995,22140,6,2022-12-12
BV3387-400,13995,16425,1,2022-12-12
AT5301-003,12995,19940,7,2022-12-12
CK2630-001,10397,35015,4,2022-12-12
AR7718-001,6995,86910,2,2022-12-12
844896-002,3197,35540,1,2022-12-12
CN2408-001,16995,78901,6,2022-12-12
AT7968-606,4995,42217,1,2022-12-12
AO1741-003,8397,47929,2,2022-12-12
AA8030-108,14995,35160,8,2022-12-12
AV6337-003,9495,41552,6,2022-12-12
133000-106,11995,59831,2,2022-12-12
AT7999-414,3497,89292,9,2022-12-12
CK2772-101,10995,47913,8,2022-12-12
BV7782-001,7197,76846,9,2022-12-12
AO2607-401,7197,65624,7,2022-12-12
AQ0114-101,19995,65500,1,2022-12-12
BQ5427-401,8995,84515,8,2022-12-12
554724-050,9995,76592,7,2022-12-12
CK6357-005,6995,23404,7,2022-12-12
CJ0217-001,6995,78090,1,2022-12-12
AT7975-606,8495,53491,3,2022-12-12
CQ7619-700,9995,90849,2,2022-12-12
CQ6569-001,11197,18566,1,2022-12-12
AT7980-606,5995,89854,3,2022-12-12
AH6799-300,16995,91957,5,2022-12-12
CD0881-104,9995,35227,3,2022-12-12
CJ0882-001,6495,63667,2,2022-12-12
CJ1292-401,5247,97771,5,2022-12-12
CN2932-100,18995,23362,3,2022-12-12
CN2932-100,18995,19288,7,2022-12-12
AA8027-109,14995,83967,6,2022-12-12
BQ7043-668,9995,98945,8,2022-12-12
AO3166-300,7495,20757,8,2022-12-12
AR7410-603,5997,50365,8,2022-12-12
BQ6623-070,12797,27688,6,2022-12-12
CD4373-001,10995,97533,1,2022-12-12
CD4173-606,5995,23875,8,2022-12-12
CD2053-105,10995,38252,7,2022-12-12
CQ9500-100,13995,42996,6,2022-12-12
CD0188-101,7995,67794,3,2022-12-12
CT8919-700,13995,34957,4,2022-12-12
CJ1292-703,7495,46810,8,2022-12-12
CD0917-300,7197,86654,4,2022-12-12
832528-001,1595,51019,2,2022-12-12
844896-002,3197,86191,8,2022-12-12
CD6720-808,21995,78379,4,2022-12-12
CD5050-400,16995,49071,2,2022-12-12
CJ0619-100,12995,83040,7,2022-12-12
CI3866-100,12995,55775,7,2022-12-12
BQ3202-011,7995,94597,3,2022-12-12
CK2718-003,18995,87732,8,2022-12-12
CT2007-100,9995,45243,4,2022-12-12
AO3622-006,1995,23056,6,2022-12-12
AO3116-004,5397,59204,2,2022-12-12
CD2182-001,14397,23240,9,2022-12-12
AO2132-401,5597,80598,2,2022-12-12
BQ3203-007,6397,57590,6,2022-12-12
CD6404-800,4797,85927,5,2022-12-12
AQ0925-002,16995,40251,2,2022-12-12
CI3899-200,12995,36139,4,2022-12-12
CJ5472-900,15995,70234,3,2022-12-12
CJ1642-002,8995,40090,4,2022-12-12
AR5149-005,13597,11611,4,2022-12-12
CT4352-104,9995,74050,6,2022-12-12
AR5676-401,10995,99910,4,2022-12-12
BQ0129-106,6495,24478,6,2022-12-12
CJ1642-002,8995,60431,8,2022-12-12
CJ0404-001,14995,17929,7,2022-12-12
CK3022-005,8995,18001,6,2022-12-12
AA7406-006,6397,46486,6,2022-12-12
130690-017,15995,61054,7,2022-12-12
BV7757-500,12797,63041,3,2022-12-12
BQ8928-011,10397,53179,3,2022-12-12
CI7523-002,10995,86769,4,2022-12-12
BQ2728-012,11995,67418,7,2022-12-12
BQ5427-401,8995,92741,2,2022-12-12
AA0287-002,6797,38488,5,2022-12-12
918194-003,5597,25939,4,2022-12-12
CK1195-101,12995,69548,8,2022-12-12
AO1023-005,15995,38302,9,2022-12-12
AJ9515-001,6995,55547,8,2022-12-12
AT5269-606,7495,44244,7,2022-12-12
CJ0882-001,6495,61064,2,2022-12-12
832655-001,1595,64501,8,2022-12-12
CI3868-001,15995,31207,7,2022-12-12
AV6259-500,6597,22783,9,2022-12-12
BV6348-300,15995,90627,1,2022-12-12
942851-002,10995,27546,1,2022-12-12
AT7949-606,5995,72900,8,2022-12-12
AR6632-603,9597,73372,9,2022-12-12
CD4365-003,7697,14394,2,2022-12-12
AH1016-602,5997,21113,6,2022-12-12
CJ1300-401,5247,48025,3,2022-12-12
AH7249-118,7197,77992,2,2022-12-12
325213-139,7597,99003,6,2022-12-12
AJ9515-001,6995,92951,2,2022-12-12
BQ5435-401,8995,90117,7,2022-12-12
CK6360-001,6995,93515,4,2022-12-12
AT6099-606,6495,54370,9,2022-12-12
AO2607-401,7197,79855,7,2022-12-12
AV9370-001,5597,62000,9,2022-12-12
AA8018-101,11995,98570,3,2022-12-12
AT5292-004,4547,13144,9,2022-12-12
AA1640-002,9995,42409,5,2022-12-12
CK9671-001,18995,76520,6,2022-12-12
BQ5430-401,6297,86154,3,2022-12-12
BQ7978-001,11995,32155,7,2022-12-12
CI5546-100,6495,23897,1,2022-12-12
AO7353-105,7995,27138,6,2022-12-12
CD5086-500,8995,81118,1,2022-12-12
AT6395-002,10497,29049,2,2022-12-12
AQ4176-049,21995,57837,2,2022-12-12
AQ2730-009,14995,32969,5,2022-12-12
AH7857-009,11995,90015,1,2022-12-12
BQ5422-200,9995,14239,4,2022-12-12
AO1742-004,8397,40030,9,2022-12-12
AV5555-001,8797,80736,7,2022-12-12
AV4789-104,7197,20935,2,2022-12-12
AJ4115-060,15995,70188,6,2022-12-12
CU3005-171,9995,60592,6,2022-12-12
CI1246-302,10197,49000,2,2022-12-12
AO0571-606,7495,90581,2,2022-12-12
844127-108,4495,45360,5,2022-12-12
BV1712-001,11897,96963,3,2022-12-12
CT3110-400,5495,13262,7,2022-12-12
CT3632-001,7995,84492,3,2022-12-12
AO3258-080,5947,79346,1,2022-12-12
AR4229-003,12995,78752,5,2022-12-12
880848-005,14495,14179,4,2022-12-12
CI3709-001,16995,76952,7,2022-12-12
CT4526-100,15995,21067,6,2022-12-12
AR9293-603,9597,16958,8,2022-12-12
AO3166-300,7495,89554,8,2022-12-12
CD0189-001,4495,60152,3,2022-12-12
CI7523-002,10995,22989,2,2022-12-12
AH6789-023,13995,15841,8,2022-12-12
AR5677-200,10995,45163,5,2022-12-12
CK0980-002,5995,11719,9,2022-12-12
AO2132-401,5597,62432,1,2022-12-12
CI1694-300,11197,98595,7,2022-12-12
CK2531-001,13597,95228,6,2022-12-12
844127-108,4495,47131,2,2022-12-12
CK9671-001,18995,97731,5,2022-12-12
CI3794-600,11197,64681,1,2022-12-12
CK9671-001,18995,15006,6,2022-12-12
BQ5435-401,8995,50606,8,2022-12-12
CK5669-400,11197,71396,2,2022-12-12
CJ5472-900,15995,98099,5,2022-12-12
CK2531-001,13597,85690,5,2022-12-12
DA4155-400,16995,44361,7,2022-12-12
CK3321-100,9097,41645,1,2022-12-12
CN6928-300,15995,37108,4,2022-12-12
BQ5102-400,6597,28019,1,2022-12-12
AO3095-100,11995,37055,6,2022-12-12
CJ0882-001,6495,47461,5,2022-12-12
CT5064-001,13995,54951,9,2022-12-12
CT5543-300,12995,20949,1,2022-12-12
AJ4115-060,15995,10190,3,2022-12-12
AT3381-008,6397,46072,8,2022-12-12
CJ0404-001,14995,14390,2,2022-12-12
AO3116-004,5397,81618,1,2022-12-12
554724-066,9995,62624,5,2022-12-12
AO0577-717,3497,36703,7,2022-12-12
AH1016-602,5997,54863,8,2022-12-12
CI7523-002,10995,63654,8,2022-12-12
BQ3611-100,8797,33026,6,2022-12-12
918194-003,5597,46434,6,2022-12-12
BQ4430-400,11197,89105,1,2022-12-12
AT3378-471,8995,52847,8,2022-12-12
BQ5422-200,9995,49900,2,2022-12-12
CN5501-046,13995,65398,9,2022-12-12
AT6817-300,13597,69696,3,2022-12-12
812654-011,3357,74179,2,2022-12-12
AT7324-001,6397,53578,5,2022-12-12
CQ6639-001,15995,32003,3,2022-12-12
CD4159-606,5995,39239,4,2022-12-12
AT6107-606,4495,74714,1,2022-12-12
AH1016-602,5997,81267,3,2022-12-12
CI7379-400,15995,65065,8,2022-12-12
CI1718-001,8397,83311,5,2022-12-12
CI3898-200,8995,90342,8,2022-12-12
CD0200-003,6995,92534,8,2022-12-12
BQ3212-600,3695,89044,3,2022-12-12
AT6109-606,4495,76564,8,2022-12-12
CJ0861-010,9995,46494,6,2022-12-12
CQ6569-001,11197,12306,7,2022-12-12
BQ3203-007,6397,11034,9,2022-12-12
CK6360-001,6995,15330,3,2022-12-12
AH6789-023,13995,10455,7,2022-12-12
CN6881-300,7995,95788,3,2022-12-12
CU3004-176,9995,72293,9,2022-12-12
749747-010,3597,76361,6,2022-12-12
CT1726-100,5495,20534,3,2022-12-12
CI3867-001,9995,21680,4,2022-12-12
BQ3611-100,8797,50323,7,2022-12-12
AR4225-100,9597,86969,7,2022-12-12
AT7898-104,22995,91577,6,2022-12-12
AQ7488-004,4197,69749,8,2022-12-12
CQ0278-200,7197,69493,1,2022-12-12
130690-017,15995,29652,5,2022-12-12
AO1741-003,8397,25599,7,2022-12-12
AT6100-606,6495,49931,3,2022-12-12
BQ7043-668,9995,95628,8,2022-12-12
BQ5469-703,24995,71067,9,2022-12-12
CT2535-001,8997,36445,1,2022-12-12
631261-035,2795,36384,9,2022-12-12
AT6100-606,6495,11479,4,2022-12-12
AT5301-003,12995,52653,2,2022-12-12
AQ4176-049,21995,70429,3,2022-12-12
CI3705-600,11197,42607,9,2022-12-12
AT5303-100,7697,98317,6,2022-12-12
AO2607-401,7197,39202,6,2022-12-12
CD2189-002,6997,12635,6,2022-12-12
AT7993-414,5247,12285,4,2022-12-12
AA1640-002,9995,90729,7,2022-12-12
AQ7487-201,6995,74967,2,2022-12-12
BQ5613-001,11197,60302,3,2022-12-12
CD5036-100,7995,27135,6,2022-12-12
BQ3212-600,3695,43391,7,2022-12-12
AT5673-700,36500,88411,1,2022-12-12
CT1726-100,5495,88782,3,2022-12-12
CI7395-100,10995,56724,8,2022-12-12
CD5007-102,13995,33456,5,2022-12-12
AV6259-500,6597,90512,4,2022-12-12
AO3095-100,11995,90766,1,2022-12-12
BV1507-001,6597,19949,8,2022-12-12
BV0389-001,10197,69651,4,2022-12-12
BV3387-400,13995,23382,1,2022-12-12
AQ2222-200,8995,57757,2,2022-12-12
AT7996-414,5247,94009,4,2022-12-12
CI3871-300,15995,53827,6,2022-12-12
CI3831-200,6597,75839,5,2022-12-12
BQ5102-400,6597,98041,9,2022-12-12
CI3708-700,14995,60314,3,2022-12-12
CD3395-006,11995,61874,9,2022-12-12
AA0287-002,6797,76846,1,2022-12-12
AO3424-001,6397,37694,4,2022-12-12
CT5543-300,12995,76539,1,2022-12-12
CU7623-002,16995,30394,2,2022-12-12
AT3378-471,8995,90860,9,2022-12-12
881105-800,7997,63599,9,2022-12-12
BV5740-101,6597,14723,4,2022-12-12
CQ0989-002,5995,91673,4,2022-12-12
921733-104,16995,78481,8,2022-12-12
CW4286-100,11995,35311,8,2022-12-12
CD5050-400,16995,75126,5,2022-12-12
CD5007-102,13995,20883,6,2022-12-12
CK3312-001,11197,97547,2,2022-12-12
CI5646-200,9597,10957,8,2022-12-12
CT5342-007,18995,79227,4,2022-12-12
AA1640-002,9995,17789,1,2022-12-12
CD8526-446,9995,11265,4,2022-12-12
807471-101,6995,59747,7,2022-12-12
CT3110-400,5495,64995,6,2022-12-12
BQ5430-401,6297,91599,8,2022-12-12
CV5515-001,5995,31701,3,2022-12-12
CD0113-400,14995,70108,2,2022-12-12
AT7996-606,7495,76424,2,2022-12-12
AO3424-001,6397,90164,3,2022-12-12
CD0490-104,9995,99118,8,2022-12-12
CD2717-001,4495,87026,6,2022-12-12
864348-019,6397,12151,1,2022-12-12
CD4962-001,9995,49597,9,2022-12-12
AQ8228-102,7995,96844,1,2022-12-12
CD0188-101,7995,56899,6,2022-12-12
AT7980-606,5995,16352,5,2022-12-12
AT7946-414,8495,88764,3,2022-12-12
CJ0217-001,6995,13271,8,2022-12-12
AO0577-717,3497,24251,4,2022-12-12
AT2863-100,15995,49513,8,2022-12-12
812654-011,3357,43344,6,2022-12-12
BQ0129-106,6495,45966,7,2022-12-12
BV5739-500,7697,82991,6,2022-12-12
AO3189-600,13297,44683,5,2022-12-12
AT7996-414,5247,55892,4,2022-12-12
CJ0882-001,6495,37861,1,2022-12-12
AT7975-606,8495,45587,5,2022-12-12
CK9671-001,18995,71604,1,2022-12-12
CI9949-001,12995,48454,1,2022-12-12
AR9293-603,9597,54968,4,2022-12-12
CD5007-102,13995,78629,5,2022-12-12
AQ2222-200,8995,98447,8,2022-12-12
CD4962-001,9995,23156,3,2022-12-12
AT7996-606,7495,96005,1,2022-12-12
BV9977-101,11995,52525,9,2022-12-12
BQ6826-003,8995,90175,5,2022-12-12
BV6484-002,11197,48552,7,2022-12-12
CN2408-001,16995,97936,3,2022-12-12
852542-087,9995,68035,9,2022-12-12
AT7995-104,7995,58223,4,2022-12-12
313358-006,11197,66721,2,2022-12-12
CU5646-001,16995,74730,8,2022-12-12
AQ0927-100,12995,22917,7,2022-12-12
BQ5240-200,9097,76749,2,2022-12-12
634835-108,8995,32437,7,2022-12-12
315123-111,7595,10691,6,2022-12-12
BQ3177-100,16995,82070,7,2022-12-12
AQ2203-003,9995,98498,2,2022-12-12
AT7975-606,8495,91033,5,2022-12-12
AR9293-603,9597,74617,9,2022-12-12
BQ6623-070,12797,98156,9,2022-12-12
AO4971-700,7797,70390,5,2022-12-12
CI0919-100,8995,79157,2,2022-12-12
CI9921-001,7995,11106,3,2022-12-12
CT5543-300,12995,98636,5,2022-12-12
AO2607-401,7197,39079,8,2022-12-12
AV9373-002,5597,87947,3,2022-12-12
CI3868-001,15995,25973,8,2022-12-12
BQ6826-003,8995,94126,8,2022-12-12
BQ8928-011,10397,62701,2,2022-12-12
BQ4632-602,2495,91591,6,2022-12-12
AO3258-080,5947,95987,4,2022-12-12
CD0132-001,15995,43548,8,2022-12-12
AR4347-600,13597,13558,8,2022-12-12
AO0570-810,5247,66861,2,2022-12-12
CJ0579-400,14995,10181,5,2022-12-12
CI1214-004,7997,50579,4,2022-12-12
CK2718-003,18995,51553,2,2022-12-12
CQ6566-700,12995,54343,7,2022-12-12
AO7353-105,7995,57427,2,2022-12-12
AT7997-606,4995,74376,1,2022-12-12
CD2189-002,6997,13645,4,2022-12-12
BQ5972-001,11197,39618,9,2022-12-12
AA7408-008,5997,65833,7,2022-12-12
BQ5430-401,6297,80730,8,2022-12-12
640744-016,10197,64887,5,2022-12-12
CD6720-808,21995,79106,9,2022-12-12
CK6357-005,6995,22850,1,2022-12-12
BQ5469-703,24995,39741,7,2022-12-12
CJ0592-001,16995,62614,9,2022-12-12
CD5007-102,13995,99322,5,2022-12-12
414571-030,15995,26454,8,2022-12-12
CI3794-600,11197,96994,6,2022-12-12
922474-001,13995,58011,2,2022-12-12
CI9842-500,9995,38215,6,2022-12-12
AV4052-116,10495,48229,8,2022-12-12
CD4172-606,8495,81218,8,2022-12-12
AQ5708-201,6597,56531,6,2022-12-12
CK7200-800,10995,88551,5,2022-12-12
553558-125,8995,58211,5,2022-12-12
CK4126-001,8397,70297,5,2022-12-12
CJ0861-017,9995,87257,2,2022-12-12
AT7998-104,5495,97098,4,2022-12-12
AT7996-414,5247,49712,3,2022-12-12
CI1291-400,8397,29784,3,2022-12-12
CD0916-001,11995,15009,5,2022-12-12
CD0887-201,7995,20374,4,2022-12-12
AT7975-606,8495,17899,3,2022-12-12
CK0986-002,2097,39018,9,2022-12-12
AO2607-401,7197,34063,1,2022-12-12
CI7523-002,10995,42020,3,2022-12-12
CK4363-100,7595,58894,6,2022-12-12
CJ0625-700,15995,18705,9,2022-12-12
844127-108,4495,90784,5,2022-12-12
AQ7477-009,9995,41788,4,2022-12-12
CT1104-700,10995,25762,3,2022-12-12
AQ1316-500,4797,58670,1,2022-12-12
CU2708-901,4495,41292,2,2022-12-12
AJ6910-009,16995,92540,2,2022-12-12
AO2607-401,7197,32690,3,2022-12-12
CI3703-401,9597,23331,4,2022-12-12
CT3632-001,7995,10279,7,2022-12-12
AO2607-401,7197,80659,9,2022-12-12
AQ2567-002,8397,12762,8,2022-12-12
AH7378-801,3997,23778,3,2022-12-12
AT6110-004,3147,72308,2,2022-12-12
CT3632-001,7995,53934,6,2022-12-12
AT6099-606,6495,20687,6,2022-12-12
CI3446-001,7995,66754,3,2022-12-12
CJ1300-401,5247,14314,7,2022-12-12
CD4173-606,5995,75950,9,2022-12-12
BQ5240-200,9097,61188,4,2022-12-12
CN5455-160,11995,56371,3,2022-12-12
885118-001,7197,53402,3,2022-12-12
CK2630-001,10397,54005,2,2022-12-12
BQ3448-400,8995,24014,5,2022-12-12
CK2531-001,13597,48718,8,2022-12-12
AT7949-606,5995,84908,9,2022-12-12
CI3871-300,15995,18945,1,2022-12-12
CQ7620-001,9995,18570,5,2022-12-12
CI7379-400,15995,94872,3,2022-12-12
BQ5467-101,8397,85263,5,2022-12-12
CI3708-700,14995,57424,5,2022-12-12
AQ0114-101,19995,48382,2,2022-12-12
AT6109-606,4495,38904,5,2022-12-12
AT1198-401,7995,88175,3,2022-12-12
CT3890-101,7995,85911,8,2022-12-12
CT5064-001,13995,48271,4,2022-12-12
BQ5430-401,6297,93876,7,2022-12-12
AT8000-104,5495,62180,8,2022-12-12
CI3866-100,12995,79283,8,2022-12-12
CD4156-606,8495,87996,7,2022-12-12
CK3312-001,11197,34723,3,2022-12-12
AT7996-606,7495,78938,2,2022-12-12
CT5342-007,18995,89561,1,2022-12-12
BQ5427-401,8995,70061,3,2022-12-12
366731-100,6317,62855,4,2022-12-12
553558-125,8995,53640,9,2022-12-12
CN2932-100,18995,48676,1,2022-12-12
AO0578-717,3497,12537,4,2022-12-12
AT5303-100,7697,31857,7,2022-12-12
CI7379-400,15995,61158,2,2022-12-12
CD3460-010,9995,75300,2,2022-12-12
CT7698-600,11995,77479,8,2022-12-12
CI1694-300,11197,79348,7,2022-12-12
366731-100,6317,76969,5,2022-12-12
CK5668-600,8397,32631,6,2022-12-12
BQ2728-012,11995,77761,1,2022-12-12
CD0490-101,9995,70651,5,2022-12-12
AO0354-108,6995,95299,5,2022-12-12
AO4971-700,7797,93405,7,2022-12-12
315115-112,7495,72160,9,2022-12-12
CI3871-300,15995,11562,2,2022-12-12
CT1099-093,24995,16455,4,2022-12-12
AQ5708-201,6597,21186,5,2022-12-12
AT1198-401,7995,44379,4,2022-12-12
AQ0926-001,12995,87158,9,2022-12-12
BV7106-400,9995,33723,9,2022-12-12
AO3424-001,6397,30905,2,2022-12-12
CI1236-100,12797,76390,9,2022-12-12
CJ0710-004,7995,71167,2,2022-12-12
CI9921-001,7995,56403,6,2022-12-12
AJ6900-102,16995,76117,1,2022-12-12
CD3398-063,11995,48061,3,2022-12-12
CK3309-001,11197,63832,9,2022-12-12
AQ2203-003,9995,71824,6,2022-12-12
BQ5435-401,8995,89329,1,2022-12-12
BV0612-001,9995,91581,8,2022-12-12
BQ6623-070,12797,54912,9,2022-12-12
CN3591-002,11995,79763,5,2022-12-12
CI1290-100,8397,38104,4,2022-12-12
CD0917-300,7197,13456,8,2022-12-12
AO0578-717,3497,42155,1,2022-12-12
AQ1189-009,10995,67231,7,2022-12-12
CJ0588-001,14995,26348,5,2022-12-12
AT8242-009,15995,21358,8,2022-12-12
CN5501-046,13995,97878,8,2022-12-12
CI1214-004,7997,17309,9,2022-12-12
AT6107-606,4495,76286,5,2022-12-12
CD4373-001,10995,11528,3,2022-12-12
CN7383-300,15995,44322,3,2022-12-12
AH6789-023,13995,81192,5,2022-12-12
AQ1189-009,10995,69798,4,2022-12-12
CD4570-300,14995,55387,4,2022-12-12
AQ7497-300,7995,91067,8,2022-12-12
CI9994-001,6995,29168,3,2022-12-12
CQ7619-700,9995,39502,2,2022-12-12
AR6631-004,12797,37112,6,2022-12-12
AJ1285-101,8995,63429,5,2022-12-12
BV3387-400,13995,68907,8,2022-12-12
AT5410-003,6997,71805,8,2022-12-12
AO3258-080,5947,85378,9,2022-12-12
AO3258-080,5947,66989,2,2022-12-12
CJ0280-001,11995,82231,4,2022-12-12
CD4366-002,9995,65221,6,2022-12-12
AH7378-801,3997,12426,7,2022-12-12
AJ6844-007,11197,86771,8,2022-12-12
AO1742-004,8397,69223,7,2022-12-12
852542-087,9995,69941,5,2022-12-12
CD4373-001,10995,79965,7,2022-12-12
705265-006,5495,28832,2,2022-12-12
AA7406-006,6397,53642,2,2022-12-12
AQ7483-001,6995,13729,1,2022-12-12
AQ0926-001,12995,61603,4,2022-12-12
CD4173-606,5995,29768,8,2022-12-12
AO4568-600,19995,73168,3,2022-12-12
AO9819-001,9637,17446,1,2022-12-12
CK0980-002,5995,81949,8,2022-12-12
BQ5467-101,8397,14627,2,2022-12-12
CD0916-001,11995,87682,4,2022-12-12
CD0881-104,9995,90803,3,2022-12-12
BV7782-001,7197,32164,9,2022-12-12
CJ9681-001,10497,86428,8,2022-12-12
313358-006,11197,81311,8,2022-12-12
AT5293-004,20995,74067,4,2022-12-12
BQ5102-400,6597,69166,9,2022-12-12
BQ4430-400,11197,24266,9,2022-12-12
CT5342-007,18995,96710,1,2022-12-12
BQ6826-003,8995,26377,3,2022-12-12
CT5229-001,15995,59512,5,2022-12-12
AT5303-100,7697,20245,9,2022-12-12
CK2085-002,14995,76744,3,2022-12-12
AV4052-116,10495,17893,8,2022-12-12
AO2132-401,5597,16306,6,2022-12-12
CT5063-100,18995,22799,4,2022-12-12
634835-108,8995,84331,2,2022-12-12
CT1531-001,15995,60486,4,2022-12-12
BQ8928-011,10397,81607,1,2022-12-12
AT7980-606,5995,54870,6,2022-12-12
CJ0217-001,6995,48224,5,2022-12-12
BQ0129-106,6495,10086,2,2022-12-12
AQ7497-300,7995,63574,2,2022-12-12
CT9155-063,13995,96565,2,2022-12-12
922474-001,13995,11394,2,2022-12-12
BQ0129-106,6495,18599,9,2022-12-12
AT6107-606,4495,44771,2,2022-12-12
